Category,Text	
negative,"""2924"",""  ,  ,mayawati r adam smith's kid!v need a pm,not an """"economist"""" only!  demonetization"",false,0,""sonaliranade"",""2016-11-23 08:56:56"",false,""801120000064962561"",""801348798094180352"",""12716032"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""candidmerishi"",0,false,false"	
negative,"""2923"","" ji if you know black money holders deposited there money 15 days before demonetization than let us know the names of those"",false,0,""sanjayrautuvach"",""2016-11-23 08:57:05"",false,na,""801348836052570113"",""339469704"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sushantberi"",0,false,false"	
negative,"""4411"",""rt : demonetization: a nightmare for the common populace   05:43:25"",false,na,""801300098735075329"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""gthoppae"",1,true,false"	
negative,"""86"",""rt : harvard's larry summers calls demonetization as poor policy with disproportionate negative impact on poor/trade."	
negative,"""4409"",""no opposition leader talking (forget condemning) about beheading of our soldier. too worried about lost black money, demonetization"",false,0,na,""2016-11-23 05:43:46"",false,na,""801300186739961857"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""chintamani43"",0,false,false"	
negative,"""4871"","" they should learn from the lab experiment of demonetization done with indian economy. tables black, terror &amp; counterfeit."",false,0,""washingtonpost"",""2016-11-23 03:23:00"",false,""801262261700542464"",""801264759513366528"",""2467791"",""<a href="""" rel=""""nofollow"""">twitter for windows phone</a>"",""npandey25"",0,false,false"	
negative,"rt : everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. demonetization"",false,8,na,""2016-11-22 22:00:50"",false,na,""801183687005962240"",na,""<a href="""" rel=""""nofollow"""">twitter for blackberry</a>"",""rohtakite"",3,false,false"	
negative,"""2917"",""rt : unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""5767"","" demonetization against black money not cash  cannot become dirty money .threats means blackmailing."",false,0,""cnnnews18"",""2016-11-22 17:45:32"",false,""801116788020776960"",""801119437461929985"",""6509832"",""<a href="""" rel=""""nofollow"""">twitter for ipad</a>"",""jonil2012"",0,false,false"	
negative,"""749"",""if even 50% of those who downloaded the app have taken the demonetization survey, that'd make the sample size 1 mln. we are 130 mln people."",false,0,""mittermaniac"",""2016-11-23 16:08:58"",false,""801456818945814528"",""801457523135873024"",""17937017"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""mittermaniac"",0,false,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""6551"",""rt : demonetization: paan shop owner gets 'fake' rs 2,000 note in ahmedabad  14:58:06"",false,na,""801077300565516288"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ankurietcs"",24,true,false"	
negative,"""2908"",""rt :  they're under the wrong impression that govt will roll back demonetization, by doing all these dramas."",false,0,na,""2016-11-23 08:59:31"",false,na,""801349446936236032"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""dineshr1511"",2,true,false"	
negative,"""1781"",""attend the round table session on effect of demonetization today     12:11:02"",false,na,""801397643507220480"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""bwbusinessworld"",2,false,false"	
negative,"""4865"",""rt : demonetization: 5 effects of note ban on the common man  03:24:27"",false,na,""801265127005618176"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""yogeshpate1"",2,true,false"	
negative,"""4864"",""rt : demonetization: 5 effects of note ban on the common man  03:24:29"",false,na,""801265134484078592"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""imdgaurav"",2,true,false"	
negative,"""2899"",""rt :  they're under the wrong impression that govt will roll back demonetization, by doing all these dramas."",false,0,na,""2016-11-23 09:00:05"",false,na,""801349590247239680"",na,""<a href="""" rel=""""nofollow"""">twitter for ipad</a>"",""veritas47vincit"",2,true,false"	
negative,"""142"",""rt : harvard's larry summers calls demonetization as poor policy with disproportionate negative impact on poor/trade."	
negative,55deaths due to demonetization	
negative,"""5274"","" is dr  is certifying these 70 deaths are due to demonetization ?    22:05:35"",false,na,""801184881099227136"",""20427494"",""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""kuldeepkumarin"",0,false,false"	
negative,it's deliberate drama being done for pr propaganda.	
negative,"""4859"",""demonetization if rich feel so panicked over a day or 2 cash crunch,think of d poor who must be facing this on daily basis!stop corruption"",false,0,na,""2016-11-23 03:26:12"",false,na,""801265567017496576"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""sanjaygoeljpr"",0,false,false"	
negative,"""4397"",""rt : everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. demonetization."",false,0,na,""2016-11-23 05:46:02"",false,na,""801300757479882752"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""saliltoday"",23,true,false"	
negative,"""7486"",""rt : ~ says india is through the worst of demonetization; things should start to improve quite rapidly."	
negative,"""5271"",""rt :  the saviour - gives money to farmhouse poor peoples in demonetization"	
negative,"""3660"",""demonetization: unable to withdraw money for exam fees, up teen hangs self  07:14:08"",false,na,""801322925710340097"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""o_laskar"",0,false,false"	
negative,"bhaktlogic sarcasm"",false,0,""minimathur"",""2016-11-22 16:05:33"",false,""801025520070774785"",""801094276599910400"",""58761257"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""faizkarobari"",0,false,false"	
negative,"""5572"",""rt : everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. demonetization."",false,0,na,""2016-11-22 18:27:46"",false,na,""801130064557420544"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ganesh2k5"",23,true,false"	
negative,"""3655"",""  sir i cant download the app to put my view that t i support u on demonetization  .....any other way?"",false,0,""narendramodi"",""2016-11-23 07:15:05"",false,na,""801323165624442880"",""18839785"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""anitanaikgoa"",0,false,false"	
negative,"""331"",""post the indian currency demonetization move, bjp or modi has garnered a huge base of foes and psychopaths...  17:24:36"",false,na,""801476556841426946"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""isupportilp"",0,false,false"	
negative,"""3651"",""all political parties played the game of cast    demonetization have they done any thing about corruption"",false,0,na,""2016-11-23 07:15:25"",false,na,""801323250051649536"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""heatedhead"",0,false,false"	
negative,".. i am fed up with our cm mamata didi."",false,0,""narendramodi"",""2016-11-22 13:31:38"",false,""800940663244132352"",""801055541896343552"",""18839785"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""jitsubhra07"",0,false,false"	
negative,"""4856"",""trying to escape from responsibility of poor implementation of demonetization"	
negative,"""4390"",""rt : everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. demonetization."",false,0,na,""2016-11-23 05:47:39"",false,na,""801301163522015232"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""pankaj16182"",23,true,false"	
negative,"""1750"",""all the congressis are crying like babies because narendramodi through his demonetization have given blow to them demoditisation_march"",false,0,na,""2016-11-23 12:16:39"",false,na,""801399059181236224"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""ajaygrover29"",0,false,false"	
negative,"""3643"",""modi ji is the only politician who think about common mans life and work hard to change in his standard  of living  demonetization"",false,0,na,""2016-11-23 07:17:00"",false,na,""801323649047339008"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""heatedhead"",0,false,false"	
negative,"""2873"",""indian pc market is expected to be """"sluggish"""" because of demonetization, says idc.   09:04:23"",false,na,""801350672050454528"",na,""<a href="""" rel=""""nofollow"""">buffer</a>"",""tech2eets"",3,false,false"	
negative,"boycott timesnow bollywood demonetization"",false,0,""mediacrooks"",""2016-11-23 07:18:10"",false,""801236913436835844"",""801323941885317120"",""162304163"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""girishglg"",0,false,false"	
negative,"""4389"",""rt : going by the reaction which party seems to have suffered max loss due to demonetization"",false,0,na,""2016-11-23 05:47:45"",false,na,""801301186754314241"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""sgmahendran"",14,true,false"	
negative,it's deliberate drama being done for pr propaganda.	
negative,"""884"",""rt : unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""2866"",""rt : unable to withdraw money for exam fees, teen hangs himself demonetization"	
negative,"""7696"","" and all opposition leaders did not even blink. only concerned with money loss not army loss demonetization opportunistics"",false,0,""jagratishukla29"",""2016-11-22 11:54:14"",false,""801019676851458048"",""801031028429066244"",""741562726288351232"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""oncosanjay"",0,false,false"	
negative,"""2858"",""indian pc market is expected to be """"sluggish"""" because of demonetization, says idc.   09:07:09"",false,na,""801351370561507328"",na,""<a href="""" rel=""""nofollow"""">ifttt</a>"",""tweetchristo"",0,false,false"	
negative,"""2854"",""rt : shiva sena and sad fall in line with the government on demonetization say, we support the decision. "",false,0,na,""2016-11-23 09:07:23"",false,na,""801351429822808064"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""rajjorani"",16,true,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""4385"",""  one author is on board of bank whose microfinance arm faces 1.7kcr loss ex- demonetization:  05:49:16"",false,""801286682465009664"",""801301571577479170"",""2475433110"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""thedailybunkum"",0,false,false"	
negative,"""7880"","" i support demonetization"",false,0,""narendramodi"",""2016-11-22 11:16:17"",false,""800999865719230464"",""801021477965295616"",""18839785"",""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""comemesswithme"",0,false,false"	
negative,"""822"",""in cash crunch, rbi chief urjit patel 'missing'"	
negative,"""6547"",""rt : demonetization : paan shop owner gets 'fake' rs 2,000 note in ahmedabad."	
negative,"""4384"",""rt : very frustrated, disappointed lady. fed up of modi &amp; his demonetization"	
negative,"""2841"",""indian pc market is expected to be """"sluggish"""" because of demonetization, says idc."	
negative,"""4851"",""rt : going by the reaction which party seems to have suffered max loss due to demonetization"",false,0,na,""2016-11-23 03:28:48"",false,na,""801266222671233024"",na,""<a href="""" rel=""""nofollow"""">twitter for iphone</a>"",""mandirashastri"",14,true,false"	
negative,"""7694"",""rt : [data] social media reactions to demonetization   11:54:37"",false,na,""801031126101786624"",na,""<a href="""" rel=""""nofollow"""">twitter for android</a>"",""allleelowery"",7,true,false"	
negative,"""6545"",""rt :  the saviour - gives money to farmhouse poor peoples in demonetization"	
negative,"""2830"",""demonetization is like the cash tsunami. in 15min modi broke a delicate bond of an informal cash economy intertwined with formal economy"",false,0,na,""2016-11-23 09:10:41"",false,na,""801352258340487168"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""karunasanghvi"",0,false,false"	
negative,"""""60+ dead due to demonetization""""...  14:37:40"",false,na,""801072160362086400"",na,""<a href="""" rel=""""nofollow"""">facebook</a>"",""itsirfandude"",0,false,false"	
negative,"""6445"","" every single economist (not bought) is against demonetization &amp; cashless economy yet these fools are treating him like kuber"",false,1,""jit5o"",""2016-11-22 15:16:33"",false,""801080209302753280"",""801081944343777280"",""752363697809555456"",""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""jit5o"",0,false,false"	
negative,delhities standing in long bank que's praising pm modi's demonetization &amp; cursing thug	
negative,"""3624"",""corrupt cowards ran away from parliament, they will not debate demonetization, they have nothing to say other than personal loss."",false,13,na,""2016-11-23 07:20:15"",false,na,""801324466991206400"",na,""<a href="""" rel=""""nofollow"""">twitter web client</a>"",""anilkohli54"",9,false,false"	
